y,n,n_sites,r2_within,ok,xvars,beta_GP,se_GP,p_GP,ci95_lo_GP,ci95_hi_GP,beta_logP,se_logP,p_logP,ci95_lo_logP,ci95_hi_logP,param,sample,family,reason,beta_logQ,se_logQ,p_logQ,ci95_lo_logQ,ci95_hi_logQ
logC_low,593,35.0,0.08818271499101848,True,GP+logP,-0.013322959303836293,1.73820481836063,0.9938844494410789,-3.420141801044658,3.393495882436985,0.1394223507290352,0.19207016440238364,0.46790448658608186,-0.23702825400432392,0.5158729554623943,TP,South_large,conflict_tp,,,,,,
logLoad_dry,593,35.0,0.21713280706068594,True,GP+logP,-3.8241246436364826,1.6025472987706864,0.01701984277373889,-6.965059632748977,-0.6831896545239879,1.2387662688686287,0.23917710554982455,2.2273858800972466e-07,0.7699877560644375,1.70754478167282,TP,South_large,conflict_tp,,,,,,
logC,21012,984.0,0.05300854042764036,True,logQ,,,,,,,,,,,TN,paired_dry,cq,,0.08553854930301538,0.009967470801084415,9.342369413373168e-18,0.06600266551593532,0.10507443309009544
logC,5937,187.0,0.07156858097205232,True,logQ,,,,,,,,,,,TN,Northeast,cq,,0.020959327094610684,0.016625299531339992,0.2074210302254147,-0.01162566121900634,0.05354431540822771
logC,5803,272.0,0.057032069981820976,True,logQ,,,,,,,,,,,TN,South,cq,,0.06549112153846652,0.015402359472098613,2.118521017293894e-05,0.03530305169621388,0.09567919138071916
logC,4567,293.0,0.04966821087271034,True,logQ,,,,,,,,,,,TN,West,cq,,0.02969687297262672,0.023302160880837166,0.20251258477934875,-0.015974523115772264,0.0753682690610257
logC,4705,232.0,0.17537391110222544,True,logQ,,,,,,,,,,,TN,Interior,cq,,0.19509030313660877,0.019184352099024818,2.7201954406608213e-24,0.15748966395578473,0.23269094231743281
logC,19933,910.0,0.028415558398952268,True,logQ,,,,,,,,,,,NO3N,paired_dry,cq,,0.10297329834678648,0.018739405840683544,3.906793136582885e-08,0.0662447378073672,0.13970185888620576
logC,5588,184.0,0.032535694351370825,True,logQ,,,,,,,,,,,NO3N,Northeast,cq,,0.01275259216942412,0.02307741742113418,0.580537006552909,-0.032478314832196084,0.057983499171044325
logC,5413,251.0,0.021316446600856964,True,logQ,,,,,,,,,,,NO3N,South,cq,,0.05012893265985851,0.029217841013291414,0.08621769911943472,-0.007136983432209941,0.10739484875192695
logC,4602,282.0,0.026591311859315847,True,logQ,,,,,,,,,,,NO3N,West,cq,,0.010903743916556588,0.05221475500199262,0.8345848887280175,-0.09143529534893159,0.11324278318204477
logC,4330,193.0,0.18278677378645547,True,logQ,,,,,,,,,,,NO3N,Interior,cq,,0.3328378510008842,0.029648841949782987,3.039341693484836e-29,0.2747271885959892,0.3909485134057792
logC,29980,1071.0,0.025263880408985195,True,logQ,,,,,,,,,,,TP,paired_dry,cq,,0.06814742382395833,0.008961213117989718,2.855442420940595e-14,0.0505837688549106,0.08571107879300606
logC,6340,189.0,0.06364063213518745,True,logQ,,,,,,,,,,,TP,Northeast,cq,,0.08355364601562823,0.022791787566280208,0.0002464181692726069,0.038882563242431216,0.12822472878882524
logC,8285,292.0,0.0286753551642297,True,logQ,,,,,,,,,,,TP,South,cq,,0.0601427185912819,0.01585723498730721,0.00014898091869133874,0.029063109121771312,0.0912223280607925
logC,7620,330.0,0.03548722389791559,True,logQ,,,,,,,,,,,TP,West,cq,,0.09288431508527122,0.02322602414695144,6.35708376223515e-05,0.047362144253188763,0.13840648591735366
logC,7735,260.0,0.03349970254322565,True,logQ,,,,,,,,,,,TP,Interior,cq,,0.08822102902292177,0.01461277984958533,1.5676117297432493e-09,0.05958050680372189,0.11686155124212164
logC_low,5298,371.0,0.0384631420523055,True,GP+logP,-0.3575771262770267,0.29439205455336587,0.224507623778592,-0.9345749505363747,0.21942069798232128,0.18212028055769455,0.04116596091054545,9.686746386972734e-06,0.10143647978404177,0.26280408133134736,TN,crop_hi,conflict_n,,,,,,
logC_high,5569,371.0,0.03849121050096316,True,GP+logP,0.48629365096786614,0.2510572869053809,0.05274744376405301,-0.005769589423019805,0.9783568913587521,0.05860162374864717,0.034371524573849864,0.08820433105175181,-0.008765326509831993,0.12596857400712633,TN,crop_hi,conflict_n,,,,,,
logLoad,6108,365.0,0.40726693401770797,True,GP+logP,-1.099400646582736,0.38233307497462615,0.004033818308465033,-1.8487597036314556,-0.35004158953401643,1.7377515895133817,0.09301812246153404,6.95521450143039e-78,1.5554394195792387,1.9200637594475247,TN,crop_hi,conflict_n,,,,,,
logC_low,4467,276.0,0.059772067014758457,True,GP+logP,0.5046302881173617,0.31987649811234675,0.11466247340736226,-0.12231612768363254,1.131576703918356,0.10762400591804809,0.05583411448206921,0.05390898595825418,-0.0018088475754938077,0.21705685941158998,TN,crop_lo,conflict_n,,,,,,
logC_high,4654,276.0,0.07748644130682392,True,GP+logP,-0.2107046484471263,0.3108014737519153,0.4978099462213148,-0.8198643433428513,0.39845504644859864,0.04957228415505001,0.05075664155432672,0.3287345515535003,-0.04990890526763947,0.1490534735777395,TN,crop_lo,conflict_n,,,,,,
logLoad,5399,272.0,0.3347297676200155,True,GP+logP,-0.9627789705599403,0.3435606104094168,0.005073093501859559,-1.6361453934689942,-0.28941254765088653,1.2158611948482674,0.073091196254453,3.897209162585058e-62,1.0726050826025906,1.3591173070939442,TN,crop_lo,conflict_n,,,,,,
logC_low,2283,170.0,0.05488266689397703,True,GP+logP,-0.7253619141866822,0.5568352612423343,0.19269399651332397,-1.8167389715436095,0.3660151431702453,0.2142394997288847,0.08374390796028817,0.010519448130851625,0.05010445620208273,0.37837454325568665,TN,CornBelt,conflict_n,,,,,,
logC_high,2453,170.0,0.07970630625446062,True,GP+logP,0.0756693749998283,0.47243004953056716,0.8727467373401613,-0.8502765072945572,1.0016152572942139,0.2681113407310985,0.07085566543025422,0.00015438472290528715,0.12923678838718047,0.40698589307501654,TN,CornBelt,conflict_n,,,,,,
logLoad,2639,170.0,0.5034368062039707,True,GP+logP,-0.9541520166852712,0.5945406416786811,0.1085255353819966,-2.1194302617208196,0.21112622835027717,1.8874150426781922,0.13261777970384456,5.800647912886968e-46,1.62748897074899,2.1473411146073946,TN,CornBelt,conflict_n,,,,,,
logC_low,1991,151.0,0.06497184993601979,True,GP+logP,-0.9753413374960662,0.6132113284509665,0.11171159746370392,-2.1772134561719225,0.22653078117978986,0.2401656660419563,0.09479206558753442,0.0112895861558407,0.0543766314702302,0.4259547006136824,TN,CornBelt_crop_hi,conflict_n,,,,,,
logC_high,2139,151.0,0.0761287057426201,True,GP+logP,0.12568210233017113,0.5358517006562925,0.8145607938545456,-0.9245679320107003,1.1759321366710425,0.2611644009837419,0.08184634138067191,0.001418249016499698,0.10074851961125464,0.42158028235622913,TN,CornBelt_crop_hi,conflict_n,,,,,,
logLoad,2284,151.0,0.5219394373122304,True,GP+logP,-1.3319994966177395,0.6979343411250839,0.056328139046117436,-2.6999256687965962,0.03592667556111717,1.9376233926814799,0.1484830372049326,6.399976250527222e-39,1.646601987444691,2.228644797918269,TN,CornBelt_crop_hi,conflict_n,,,,,,
logC_low,2188,163.0,0.06328775119396202,True,GP+logP,-0.8768375699564898,0.5519844923316851,0.11216914430786139,-1.958707294951218,0.20503215503823868,0.2510656120043564,0.08958791613229126,0.005071615362873535,0.07547652293507062,0.4266547010736422,TN,Interior,conflict_n,,,,,,
logC_high,2356,163.0,0.07264861371283349,True,GP+logP,0.525941247530002,0.4355663042646588,0.2272441205938346,-0.3277530217079442,1.3796355167679484,0.19816622049907293,0.07075038081692232,0.005095700722238875,0.059498022205411644,0.33683441879273424,TN,Interior,conflict_n,,,,,,
logLoad,2538,163.0,0.4965514395714419,True,GP+logP,-0.2568753927331803,0.5887065671585907,0.6625910880553769,-1.4107190618262289,0.8969682763598682,1.8610568538442356,0.12560669828556933,1.1453141849315795e-49,1.6148722489875307,2.1072414587009405,TN,Interior,conflict_n,,,,,,
logC_low,4554,308.0,0.023951432430063035,True,GP+logP,-0.8854319331660564,0.48764473447568984,0.06941156073666543,-1.8411980499890062,0.07033418365689337,0.24470422040238407,0.06312273454138866,0.00010590817261003507,0.12098593409557985,0.3684225067091883,NO3N,crop_hi,conflict_n,,,,,,
logC_high,4808,308.0,0.020195542021014257,True,GP+logP,0.6404377114098844,0.3895733846359333,0.10018730200255233,-0.12311209181191451,1.4039875146316834,-0.03874863034058526,0.06287631260521437,0.5377179602409694,-0.16198393852748724,0.08448667784631672,NO3N,crop_hi,conflict_n,,,,,,
logLoad,5270,302.0,0.32355833884068663,True,GP+logP,-1.0256664286212014,0.492564696074248,0.03731526828879562,-1.9910754929826453,-0.06025736425975747,1.8451484850296365,0.1138125087096699,4.136554158800255e-59,1.6220800669685322,2.0682169030907405,NO3N,crop_hi,conflict_n,,,,,,
logC_low,4788,304.0,0.026197256687564563,True,GP+logP,0.9440021530907516,0.38074977984579944,0.013163159146830876,0.19774629747143024,1.6902580087100731,0.14075221179467004,0.06668864966460233,0.03480780698163181,0.01004486027444032,0.27145956331489973,NO3N,crop_lo,conflict_n,,,,,,
logC_high,5027,304.0,0.024851238673725407,True,GP+logP,0.08692659018057027,0.33733167972837846,0.7966471033152512,-0.5742313529314518,0.7480845332925923,-0.06291470436985992,0.06752436873773514,0.3514743614245549,-0.19526003517462315,0.06943062643490329,NO3N,crop_lo,conflict_n,,,,,,
logLoad,5692,298.0,0.22234415997314694,True,GP+logP,-0.9608995698615121,0.35089410204136817,0.006173296164680572,-1.6486393722501165,-0.2731597674729078,1.1312480246001868,0.09704988285227223,2.1296193360335697e-31,0.9410337495059018,1.3214622996944718,NO3N,crop_lo,conflict_n,,,,,,
logC_low,1894,129.0,0.05917726005927659,True,GP+logP,-1.088165222434122,0.6998909020910057,0.12000227093464405,-2.4599261836397424,0.28359573877149824,0.5916016765533417,0.1390451683089073,2.0928778035361174e-05,0.3190781544435733,0.8641251986631102,NO3N,CornBelt,conflict_n,,,,,,
logC_high,1994,129.0,0.07018056515983162,True,GP+logP,-0.5150886327739033,0.6432743546884749,0.42328836821196947,-1.7758832001415585,0.745705934593752,0.21051099475658394,0.09698198800057307,0.029959946459867017,0.020429791126365032,0.4005921983868028,NO3N,CornBelt,conflict_n,,,,,,
logLoad,2198,128.0,0.3700502550154765,True,GP+logP,-1.650534590458137,0.7112899215332633,0.020314883578926773,-3.0446372192296542,-0.25643196168661975,1.8751216859931157,0.159410881366148,6.067253414477984e-32,1.5626820997716784,2.1875612722145528,NO3N,CornBelt,conflict_n,,,,,,
logC_low,1463,104.0,0.07328667714605075,True,GP+logP,-1.5032738773013576,0.9261693849390604,0.10456610300869068,-3.3185325153655296,0.31198476076281434,0.6662875362518145,0.1742500173648322,0.00013144015112127473,0.3247637779112644,1.0078112945923645,NO3N,CornBelt_crop_hi,conflict_n,,,,,,
logC_high,1559,104.0,0.07568591825268833,True,GP+logP,-0.059863135018959096,0.5768614247988464,0.9173488135062882,-1.1904907516951588,1.0707644816572406,0.27372008808082127,0.11945382217185387,0.02193854822517757,0.0395948988083355,0.5078452773533071,NO3N,CornBelt_crop_hi,conflict_n,,,,,,
logLoad,1707,104.0,0.41428987563563346,True,GP+logP,-2.046383877186278,0.9540218154511895,0.031952253383520215,-3.916232275936127,-0.17653547843642858,1.9344643311791874,0.19190566289697686,6.75279709268737e-24,1.5583361434718281,2.3105925188865464,NO3N,CornBelt_crop_hi,conflict_n,,,,,,
logC_low,1933,135.0,0.052551053635821576,True,GP+logP,-0.6330589488162922,0.7156911554749699,0.3764036531174405,-2.0357878376010894,0.7696699399685051,0.5820629623382082,0.13360656811125554,1.3213182676528e-05,0.3201989007421497,0.8439270239342667,NO3N,Interior,conflict_n,,,,,,
logC_high,2019,135.0,0.07168826219947655,True,GP+logP,-0.11428176164292907,0.6085989249128541,0.8510503311382087,-1.3071137355019196,1.0785502122160615,0.10890333089326872,0.09681527980499025,0.2606496984789397,-0.0808511306776802,0.29865779246421764,NO3N,Interior,conflict_n,,,,,,
logLoad,2228,134.0,0.3749384230919759,True,GP+logP,-0.8101887002043033,0.693360048732407,0.24260660253443567,-2.169149424038758,0.548772023630151,1.970067301329658,0.14415138567301963,1.6060949165798314e-42,1.6875357770889963,2.2525988255703195,NO3N,Interior,conflict_n,,,,,,
